Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Is_Relevant,Relevance_Explanation,Key_Topics,Confidence,Analysis_Status,Search_Keyword,Scraped_At
Navigating the Future of Learning: A Systematic Review of AI-Driven Intelligent Tutoring Systems (ITS) in K-12 Education,P Charland; MD Martineau; J Boasen,2024.0,1,"P Charland, A Létourneau, MD Martineau, J Boasen…",https://assets-eu.researchsquare.com/files/rs-4276591/v1_covered_76e5fad0-9b15-4a36-bb61-cb8009dfdfcd.pdf,"… what are the effects of ITSs on K-12 students' learning and 43 … and performance in K-12 education are generally positive. … Additionally, the ethical implications of using AI for teaching …",0.95,True,"The paper directly focuses on AI-driven intelligent tutoring systems in K-12 education, explicitly addressing both AI applications and educational outcomes in this specific context.",Intelligent Tutoring Systems; K-12 learning outcomes; AI in education; Educational technology integration; Ethical implications of AI,0.98,success,"K12 education, AI, education",2025-08-31T00:41:53.340605
Impact. AI: Democratizing AI through K-12 artificial intelligence education,R Williams,2024.0,8,R Williams,https://search.proquest.com/openview/ced5fee3fd244262b24bb28d1c26585c/1?pq-origsite=gscholar&cbl=18750&diss=y,"… informed advocates of AI. Next, I consider, “How should we design AI curricula for K-12 students and educators?"" and share how I iteratively developed AI education tools and curricula …",0.95,True,"The paper directly focuses on developing AI curricula and tools specifically for K-12 education, aligning perfectly with all three keywords.",K-12 AI education; AI curriculum design; democratizing AI; educational tools development; teacher training in AI,0.98,success,"K12 education, AI, education",2025-08-31T00:41:53.340607
A systematic review of ChatGPT use in K‐12 education,P Zhang; G Tur,2024.0,222,"P Zhang, G Tur",https://onlinelibrary.wiley.com/doi/abs/10.1111/ejed.12599,"… about AI, particularly ChatGPT's role in K-12 education, … might be effectively integrated into K-12 education. By identifying the … about the role of AI in K-12 education and provide valuable …",0.95,True,"The paper directly focuses on AI (specifically ChatGPT) in K-12 education, with explicit thematic alignment to all three keyword components through its systematic review methodology and application domain.",ChatGPT in education; AI integration in K-12; systematic review methodology; educational technology adoption; K-12 curriculum enhancement,0.98,success,"K12 education, AI, education",2025-08-31T00:41:53.340610
Where generative AI fits within and in addition to existing AI K12 education interactions: industry and research perspectives,X Miao; S Monroe,2024.0,7,"X Miao, R Brooker, S Monroe",https://link.springer.com/chapter/10.1007/978-981-99-9379-6_17,"… AI in K12 education, its applications, research and development, benefits and concerns. It maps key AI education applications and predominant AIED research efforts into the AI × Ed …",0.95,True,"The paper directly addresses the intersection of AI and K12 education, examining applications, research, and development within this specific context, aligning perfectly with the keyword's scope.",generative AI in K12; AI education applications; AIED research; benefits and concerns of AI; industry and academic perspectives,0.98,success,"K12 education, AI, education",2025-08-31T00:41:53.340613
Teaching and Learning AI in K-12 Informatics Education,E Barendsen; V Lonati; K Quille,2024.0,0,"E Barendsen, V Lonati, K Quille, R Altin…",https://dl.acm.org/doi/abs/10.1145/3708550.3730560,"… In the two subsequent sections, we present the study on the perspectives of educators and AI experts on AI topics in K-12 computing education (RQ2, Section 3) and the analysis of …",0.9,True,"The paper directly addresses AI education within K-12 informatics, aligning perfectly with the keyword's focus on K12 education and AI in an educational context.",K-12 informatics education; AI curriculum design; educator perspectives on AI; computing education integration; AI learning objectives,0.95,success,"K12 education, AI, education",2025-08-31T00:41:53.340616
Teaching tech to talk: K-12 conversational artificial intelligence literacy curriculum and development tools,J Van Brummelen,2021.0,133,"J Van Brummelen, T Heng…",https://ojs.aaai.org/index.php/AAAI/article/view/17844,"… In this work, we build on K-12 AI curriculum from (Van Brummelen 2019), in which students develop … Additionally, to democratize AI education, K-12 teachers need to be empowered to …",0.95,True,"The paper directly focuses on developing AI literacy curriculum and tools specifically for K-12 education, with explicit mentions of K-12 AI education and teacher empowerment in this domain.",K-12 AI curriculum; conversational AI literacy; teacher empowerment; democratizing AI education; development tools,0.98,success,"K12 education, AI, education",2025-08-31T00:41:53.340618
AI in the K-12 Mathematics Classroom: An Ethical Study of Artificial Intelligence in Education,,2024.0,1,R Peterson,https://search.proquest.com/openview/b4cfc80b6e03a2cd920061fba727c8ae/1?pq-origsite=gscholar&cbl=18750&diss=y,"… surrounding the use of artificial intelligence (AI) in K-12 mathematics education. AI, for the … of automated artificially intelligent systems in educational settings from a Kantian framework…",0.9,True,"The paper directly addresses AI in K-12 education, specifically in mathematics, aligning with all three keywords through its focus on ethical implications and practical applications.",K-12 mathematics education; artificial intelligence ethics; Kantian ethical framework; automated AI systems in classrooms; AI integration in curriculum,0.95,success,"K12 education, AI, education",2025-08-31T00:41:53.340621
Exploring the AI topic composition of K-12 using NMF-based topic modeling,,2020.0,10,"HS Woo, JH Kim, JM Kim, WG Lee",https://www.researchgate.net/profile/Hosung-Woo-2/publication/344023842_Exploring_the_AI_Topic_Composition_of_K-12_Using_NMF-based_Topic_Modeling/links/6384406a7b0e356feb9022d2/Exploring-the-AI-Topic-Composition-of-K-12-Using-NMF-based-Topic-Modeling.pdf,… discussion about AI education is being conducted in K-12 based on topic modelling and suggested future directions for AI education. Keywords— K-12 AI curriculum; AI curriculum; topic …,0.9,True,"The paper directly focuses on AI education in K-12 settings using topic modeling, aligning perfectly with the keyword's focus on K12 education, AI, and education.",K-12 AI curriculum; AI education; topic modeling; NMF-based analysis; curriculum development,0.95,success,"K12 education, AI, education",2025-08-31T00:41:53.340624
Ai4all: Ai education for k-12,Y Yin,2022.0,1,Y Yin,https://wyn-associates.com/wp-content/uploads/2022/08/eaai_23___k12_education-2022-8-24.pdf,… dedicated their lives in K12 education system and there has … foundations for Artificial Intelligence Education for high … resources to support K-12 education in Artificial Intelligence (AI). …,0.95,True,"The paper directly focuses on AI education initiatives within the K-12 system, explicitly addressing both AI and K-12 education as core themes.",K-12 AI education; AI curriculum development; educational resources for AI; high school AI foundations; AI4ALL program implementation,0.98,success,"K12 education, AI, education",2025-08-31T00:41:53.340626
AI EDUCATION AND INCLUSION IN K-12,,2022.0,0,"QI Xia, KF THOMAS",https://library.iated.org/view/XIA2022AIE,"… an AI curriculum and examined whether the curriculum improves students’ perceived AI knowledge, attitudes, and motivation towards AI, … autonomy in creating K-12 AI curriculum would …",0.9,True,"The paper directly addresses the development and impact of an AI curriculum in K-12 education, aligning perfectly with the keyword's focus on AI integration and educational outcomes.",K-12 AI curriculum; student AI knowledge; AI attitudes and motivation; educational autonomy; inclusion in AI education,0.95,success,"K12 education, AI, education",2025-08-31T00:41:53.340628
